-1;-0,993634439;-1
-0,999;-0,993946023;-1
-0,998;-0,994850286;-1
-0,997;-0,996258736;-1
-0,996;-0,998033539;-1
-0,995;-1,000001;-1
-0,994;-1,001968557;-1
-0,993;-1,00374362;-1
-0,992;-1,005152414;-1
-0,991;-1,006056985;-1
-0,99;-1,006368703;-1
-0,989;-1,006056944;-1
-0,988;-1,005152096;-1
-0,987;-1,003742599;-1
-0,986;-1,001966304;-1
-0,985;-0,999996996;-1
-0,984;-0,998027398;-1
-0,983;-0,996250321;-1
-0,982;-0,99483979;-1
-0,981;-0,993934017;-1
-0,98;-0,993621858;-1
-0,979;-0,9939341;-1
-0,978;-0,994840428;-1
-0,977;-0,996252368;-1
-0,976;-0,998031916;-1
-0,975;-1,000005023;-1
-0,974;-1,001978615;-1
-0,973;-1,003759471;-1
-0,972;-1,005173139;-1
-0,971;-1,006081015;-1
-0,97;-1,006393927;-1
-0,969;-1,006080891;-1
-0,968;-1,005172179;-1
-0,967;-1,003756388;-1
-0,966;-1,001971811;-1
-0,965;-0,999992933;-1
-0,964;-0,998013373;-1
-0,963;-0,996226955;-1
-0,962;-0,994808733;-1
-0,961;-0,993897844;-1
-0,96;-0,993583866;-1
-0,959;-0,99389801;-1
-0,958;-0,994810021;-1
-0,957;-0,99623109;-1
-0,956;-0,998022497;-1
-0,955;-1,000009147;-1
-0,954;-1,001996678;-1
-0,953;-1,003790468;-1
-0,952;-1,005214684;-1
-0,951;-1,006129512;-1
-0,95;-1,006444877;-1
-0,949;-1,006129304;-1
-0,948;-1,005213062;-1
-0,947;-1,00378526;-1
-0,946;-1,001985188;-1
-0,945;-0,999988727;-1
-0,944;-0,997991181;-1
-0,943;-0,996188171;-1
-0,942;-0,994756491;-1
-0,941;-0,993836778;-1
-0,94;-0,993519701;-1
-0,939;-0,993837031;-1
-0,938;-0,994758456;-1
-0,937;-0,996194478;-1
-0,936;-0,998005096;-1
-0,935;-1,000013456;-1
-0,934;-1,002023113;-1
-0,933;-1,003837237;-1
-0,932;-1,005277889;-1
-0,931;-1,006203458;-1
-0,93;-1,006522583;-1
-0,929;-1,00620316;-1
-0,928;-1,005275571;-1
-0,927;-1,003829799;-1
-0,926;-1,002006701;-1
-0,925;-0,99998429;-1
-0,924;-0,997960366;-1
-0,923;-0,996133175;-1
-0,922;-0,994681998;-1
-0,921;-0,993749571;-1
-0,92;-0,993428053;-1
-0,919;-0,993749917;-1
-0,918;-0,99468468;-1
-0,917;-0,996141783;-1
-0,916;-0,997979361;-1
-0,915;-1,000018046;-1
-0,914;-1,002058469;-1
-0,913;-1,003900749;-1
-0,912;-1,005364062;-1
-0,911;-1,006304382;-1
-0,91;-1,006628654;-1
-0,909;-1,006303988;-1
-0,908;-1,005361;-1
-0,907;-1,003890924;-1
-0,906;-1,002036791;-1
-0,905;-0,999979521;-1
-0,904;-0,997920278;-1
-0,903;-0,996060809;-1
-0,902;-0,994583686;-1
-0,901;-0,993634391;-1
-0,9;-0,993306994;-1
-0,899;-0,993634836;-1
-0,898;-0,994587142;-1
-0,897;-0,996071903;-1
-0,896;-0,997944758;-1
-0,895;-1,000023025;-1
-0,894;-1,00210351;-1
-0,893;-1,003982365;-1
-0,892;-1,005475048;-1
-0,891;-1,006434446;-1
-0,89;-1,006765359;-1
-0,889;-1,006433947;-1
-0,888;-1,005471177;-1
-0,887;-1,003969938;-1
-0,886;-1,002076092;-1
-0,885;-0,999974299;-1
-0,884;-0,997870031;-1
-0,883;-0,995969487;-1
-0,882;-0,994459406;-1
-0,881;-0,99348872;-1
-0,88;-0,993153879;-1
-0,879;-0,993489275;-1
-0,878;-0,994463715;-1
-0,877;-0,995983316;-1
-0,876;-0,997900544;-1
-0,875;-1,000028525;-1
-0,874;-1,002159254;-1
-0,873;-1,004083914;-1
-0,872;-1,005613331;-1
-0,871;-1,006596557;-1
-0,87;-1,006935757;-1
-0,869;-1,006595942;-1
-0,868;-1,00560856;-1
-0,867;-1,004068602;-1
-0,866;-1,002125467;-1
-0,865;-0,999968481;-1
-0,864;-0,997808459;-1
-0,863;-0,995857111;-1
-0,862;-0,994306307;-1
-0,861;-0,993309217;-1
-0,86;-0,992965197;-1
-0,859;-0,993309895;-1
-0,858;-0,994311569;-1
-0,857;-0,995874;-1
-0,856;-0,997845724;-1
-0,855;-1,000034707;-1
-0,854;-1,002227033;-1
-0,853;-1,004207801;-1
-0,852;-1,005782175;-1
-0,851;-1,006794539;-1
-0,85;-1,007143866;-1
-0,849;-1,006793794;-1
-0,848;-1,005776389;-1
-0,847;-1,00418923;-1
-0,846;-1,002186056;-1
-0,845;-0,999961885;-1
-0,844;-0,997734042;-1
-0,843;-0,995720936;-1
-0,842;-0,994120661;-1
-0,841;-0,993091516;-1
-0,84;-0,992736359;-1
-0,839;-0,993092334;-1
-0,838;-0,994127009;-1
-0,837;-0,995741309;-1
-0,836;-0,997778997;-1
-0,835;-1,000041775;-1
-0,834;-1,002308578;-1
-0,833;-1,004357151;-1
-0,832;-1,005985827;-1
-0,831;-1,00703337;-1
-0,83;-1,007394918;-1
-0,829;-1,007032475;-1
-0,828;-1,005978875;-1
-0,827;-1,004334838;-1
-0,826;-1,002259344;-1
-0,825;-0,999954279;-1
-0,824;-0,997644809;-1
-0,823;-0,9955574;-1
-0,822;-0,993897628;-1
-0,821;-0,992829945;-1
-0,82;-0,992461401;-1
-0,819;-0,992830924;-1
-0,818;-0,993905233;-1
-0,817;-0,995581809;-1
-0,816;-0,997698669;-1
-0,815;-1,000049995;-1
-0,814;-1,002406139;-1
-0,813;-1,004536027;-1
-0,812;-1,006229809;-1
-0,811;-1,007319519;-1
-0,81;-1,007695713;-1
-0,809;-1,007318448;-1
-0,808;-1,006221495;-1
-0,807;-1,004509343;-1
-0,806;-1,002347259;-1
-0,805;-0,999945356;-1
-0,804;-0,997538189;-1
-0,803;-0,995361864;-1
-0,802;-0,993630905;-1
-0,801;-0,992517118;-1
-0,8;-0,992132562;-1
-0,799;-0,992518288;-1
-0,798;-0,993639991;-1
-0,797;-0,995391029;-1
-0,796;-0,997602542;-1
-0,795;-1,000059722;-1
-0,794;-1,002522657;-1
-0,793;-1,004749734;-1
-0,792;-1,006521327;-1
-0,791;-1,007661429;-1
-0,79;-1,008055124;-1
-0,789;-1,00766015;-1
-0,788;-1,006511395;-1
-0,787;-1,004717854;-1
-0,786;-1,00245231;-1
-0,785;-0,999934705;-1
-0,784;-0,997410809;-1
-0,783;-0,995128247;-1
-0,782;-0,993312232;-1
-0,781;-0,99214336;-1
-0,78;-0,991739672;-1
-0,779;-0,992144759;-1
-0,778;-0,993323096;-1
-0,777;-0,995163115;-1
-0,776;-0,997487747;-1
-0,775;-1,000071438;-1
-0,774;-1,002662012;-1
-0,773;-1,005005264;-1
-0,772;-1,006869874;-1
-0,771;-1,008070222;-1
-0,77;-1,008484842;-1
-0,769;-1,00806869;-1
-0,768;-1,006857982;-1
-0,767;-1,004967095;-1
-0,766;-1,002577789;-1
-0,765;-0,999921758;-1
-0,764;-0,997258186;-1
-0,763;-0,994848486;-1
-0,762;-0,992930664;-1
-0,761;-0,991695847;-1
-0,76;-0,991269252;-1
-0,759;-0,991697525;-1
-0,758;-0,992943699;-1
-0,757;-0,994890321;-1
-0,756;-0,9973505;-1
-0,755;-1,000085817;-1
-0,754;-1,002829404;-1
-0,753;-1,005311954;-1
-0,752;-1,00728812;-1
-0,751;-1,008560739;-1
-0,75;-1,009000467;-1
-0,749;-1,008558897;-1
-0,748;-1,007273811;-1
-0,747;-1,005266026;-1
-0,746;-1,002728059;-1
-0,745;-0,999905707;-1
-0,744;-0,997074267;-1
-0,743;-0,994511718;-1
-0,742;-0,992471468;-1
-0,741;-0,991157323;-1
-0,74;-0,990703165;-1
-0,739;-0,99115935;-1
-0,738;-0,992487208;-1
-0,737;-0,994562239;-1
-0,736;-0,997185746;-1
-0,735;-1,000103829;-1
-0,734;-1,00303192;-1
-0,733;-1,005682498;-1
-0,732;-1,00779328;-1
-0,731;-1,009153141;-1
-0,73;-1,009623188;-1
-0,729;-1,009150906;-1
-0,728;-1,007775925;-1
-0,727;-1,005626794;-1
-0,726;-1,002909004;-1
-0,725;-0,999885379;-1
-0,724;-0,996850705;-1
-0,723;-0,994103027;-1
-0,722;-0,991914424;-1
-0,721;-0,990504111;-1
-0,72;-0,990016524;-1
-0,719;-0,990506582;-1
-0,718;-0,991933612;-1
-0,717;-0,994164615;-1
-0,716;-0,996986607;-1
-0,715;-1,00012691;-1
-0,714;-1,003279449;-1
-0,713;-1,006134537;-1
-0,712;-1,008409249;-1
-0,711;-1,009875405;-1
-0,71;-1,01038241;-1
-0,709;-1,009872664;-1
-0,708;-1,008387966;-1
-0,707;-1,006066224;-1
-0,706;-1,003128706;-1
-0,705;-0,999859002;-1
-0,704;-0,996575703;-1
-0,703;-0,993601411;-1
-0,702;-0,991231102;-1
-0,701;-0,989702928;-1
-0,7;-0,989174349;-1
-0,699;-0,989705979;-1
-0,698;-0,991254795;-1
-0,697;-0,993677462;-1
-0,696;-0,996743522;-1
-0,695;-1,000157263;-1
-0,694;-1,003586171;-1
-0,693;-1,006693255;-1
-0,692;-1,009170101;-1
-0,691;-1,010767417;-1
-0,69;-1,011320056;-1
-0,689;-1,010764006;-1
-0,688;-1,009143612;-1
-0,687;-1,006608232;-1
-0,686;-1,003398551;-1
-0,685;-0,999823807;-1
-0,684;-0,996232068;-1
-0,683;-0,992976418;-1
-0,682;-0,990380325;-1
-0,681;-0,988705582;-1
-0,68;-0,988125988;-1
-0,679;-0,988709414;-1
-0,678;-0,990410082;-1
-0,677;-0,993071931;-1
-0,676;-0,996442838;-1
-0,675;-1,000198413;-1
-0,674;-1,00397313;-1
-0,673;-1,007395815;-1
-0,672;-1,010126048;-1
-0,671;-1,011887935;-1
-0,67;-1,01249788;-1
-0,669;-1,011883606;-1
-0,668;-1,010092437;-1
-0,667;-1,007287927;-1
-0,666;-1,003735048;-1
-0,665;-0,999775256;-1
-0,664;-0,995793775;-1
-0,663;-0,992182233;-1
-0,662;-0,989300241;-1
-0,661;-0,987439709;-1
-0,66;-0,986795387;-1
-0,659;-0,987444629;-1
-0,658;-0,989338448;-1
-0,657;-0,99230487;-1
-0,656;-0,996064411;-1
-0,655;-1,000256281;-1
-0,654;-1,004472891;-1
-0,653;-1,008299348;-1
-0,652;-1,011354152;-1
-0,651;-1,013327095;-1
-0,65;-1,014010615;-1
-0,649;-1,013321462;-1
-0,648;-1,011310408;-1
-0,647;-1,008158932;-1
-0,646;-1,004163015;-1
-0,645;-0,999705495;-1
-0,644;-0,995219537;-1
-0,643;-0,991146696;-1
-0,642;-0,987893617;-1
-0,641;-0,985791599;-1
-0,64;-0,985063036;-1
-0,639;-0,985798103;-1
-0,638;-0,987944122;-1
-0,637;-0,991308818;-1
-0,636;-0,995577323;-1
-0,635;-1,000341459;-1
-0,634;-1,005138583;-1
-0,633;-1,009496318;-1
-0,632;-1,012978874;-1
-0,631;-1,015230415;-1
-0,63;-1,0160112;-1
-0,629;-1,015222833;-1
-0,628;-1,012919993;-1
-0,627;-1,009307308;-1
-0,626;-1,004721443;-1
-0,625;-0,999599964;-1
-0,624;-0,994439818;-1
-0,623;-0,989749358;-1
-0,622;-0,985998511;-1
-0,621;-0,983571967;-1
-0,62;-0,98273;-1
-0,619;-0,983580907;-1
-0,618;-0,986067941;-1
-0,617;-0,98997224;-1
-0,616;-0,994931733;-1
-0,615;-1,000474422;-1
-0,614;-1,006062999;-1
-0,613;-1,011146626;-1
-0,612;-1,015214902;-1
-0,611;-1,017848765;-1
-0,61;-1,018763298;-1
-0,609;-1,01783808;-1
-0,608;-1,015131921;-1
-0,607;-1,010880233;-1
-0,606;-1,005475021;-1
-0,605;-0,999429129;-1
-0,604;-0,993327968;-1
-0,603;-0,987773247;-1
-0,602;-0,983324051;-1
-0,601;-0,980441022;-1
-0,6;-0,979439155;-1
-0,599;-0,980454;-1
-0,598;-0,983424844;-1
-0,597;-0,98809684;-1
-0,596;-0,994042244;-1
-0,595;-1,000699059;-1
-0,594;-1,007423633;-1
-0,593;-1,013552344;-1
-0,592;-1,018466514;-1
-0,591;-1,021654252;-1
-0,59;-1,022763105;-1
-0,589;-1,021638175;-1
-0,588;-1,01834165;-1
-0,587;-1,013151445;-1
-0,586;-1,006538635;-1
-0,585;-0,999125414;-1
-0,584;-0,991627284;-1
-0,583;-0,984784755;-1
-0,582;-0,979291025;-1
-0,581;-0,975722618;-1
-0,58;-0,974479824;-1
-0,579;-0,975743026;-1
-0,578;-0,97944954;-1
-0,577;-0,985293742;-1
-0,576;-0,99275104;-1
-0,575;-1,001123927;-1
-0,574;-1,009606181;-1
-0,573;-1,01735939;-1
-0,572;-1,023594636;-1
-0,571;-1,027651507;-1
-0,57;-1,029066634;-1
-0,569;-1,027624782;-1
-0,568;-1,023387036;-1
-0,567;-1,016692696;-1
-0,566;-1,008133957;-1
